platform,topic,content,toxic,toxic_one_hot,toxic_type,toxic_type_one_hot,expression,expression_one_hot,target,length,num_attacked
zhihu,race,这点道理都不懂你211的书怕是白念了？他扶被诬陷有警察主持“正义”，我们扶等着赔钱吧。还有你既然觉得你是对的，就不要隐瞒啊🍉,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",65,0
tieba,gender,而且你还别忘了阿富汗女性会援助韩女的！然而俩男种族主义彼此敌对！,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",32,0
tieba,gender,这我就不赞同了，结婚生孩子就要体验分娩？要我说舔狗约炮都必须体验分娩,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",34,1
zhihu,race,同化，为什么要同化？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",10,0
zhihu,race,其实那些大部分都是带节凑的。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",14,0
zhihu,race,既然国女找默不值得批判，那么歧视黑人也是正常发展。🥺要找去国外找😠。咋的批评国人都不算歧视？那凭什么歧视黑人就算？做人不能太双标🙁,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 1, 0, 0]",75,2
tieba,lgbt,没办法同性恋的孩子最高学历就是高中,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]",17,1
zhihu,race,卧槽，还有这种操作吗，稍微好一点的酒店应该需要自己的身份证吧，只要查出几次就可以判定这是个什么货色了，但是很难找关系，一般有公安局朋友最好,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",69,0
tieba,lgbt,前面我们说过同性恋骗婚的根本目的是出于生育的需求，所以同性恋婚姻合法化同性恋就不骗婚是个骗局。但是骗婚的同性恋只能是同性恋中的一部分，大部分同性恋都不会走这条路。其余大部分的同性恋为了自己的生育的需要会怎么做呢？无非就是领养和代孕两种，领养是其中的下策，代孕将会是他们大部分的选择。代孕是一种对女性的物化和将孩子作为商品的行为，我相信大部分人都是反对的。而当同性恋的权势大到一定程度他们势必会争取代孕这条路子，所以为了避免这种现象的出现就必须反对同性恋，降低同性恋的数量将他们扼杀在萌芽之中。,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]",246,1
zhihu,lgbt,性工作者和同性恋还是不太一样吧，这样类比是否不太妥当,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",26,0
zhihu,region,新疆怎么了？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",6,0
zhihu,race,你说的这是融合的过程，问题是到底谁融合谁，谁又愿意被融合,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",28,0
tieba,lgbt,呃，你听过柏拉图式爱情吗,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",12,0
zhihu,region,南方周末确实很多公知在里面，总说一些地域黑的话,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",23,1
zhihu,region,安徽也被黑很惨啊,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",8,1
tieba,gender,有本事别举报删啊，心虚什么样的,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",15,0
zhihu,lgbt,弱势群体为什么不能反击？不是每个弱势群体的人都应该因为弱势而就懦弱或者不能以眼还眼。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",42,0
zhihu,region,江西安徽也可以红掉🤣,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",14,0
zhihu,race,中国传统文化就是婚嫁随男方，女性不属于原生家庭，加上一些重男轻女的传统文化，所以对家族很难有归属感，别怪谁。我对我爸村里整个家族没归属感，对我的姓没归属感，家里一切都是我哥的，我没结婚的时候就不是我家了，回去就是做客，还要自己干活，走礼走最重礼的客人。我妈死了我不能去坟里上坟的。我老家和我老公家相差千里，我也不熟，但是以后会去我老公那边养老，我老家的地房都是我哥的，我在老家没有容身之处。网友会说我这种没有领地意识吗？怪谁呢？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",214,0
tieba,lgbt,在没有任何证据的情况下就造谣别人彪唱，一张回执单就把它吓得要死要活的。把人家女儿照片挂出来，它还是人吗？它还说它什么都没干，如果它真的什么都没干的话吧主为什么要报紧，为什么它当时不出来澄清？一看就是心虚，而且这位的x别认知似乎还有点不正常。总结一下，冰台的程度是会不断加深的，当一个人开始冰台，它只会变得越来越冰台。,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",158,0
tieba,gender,只要这女的以后不拖着个泥娃娃来欺诈国内彩礼钱，谁管她,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 1, 0, 0]",26,2
zhihu,race,太过分了，这艾滋率也不一样啊！,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",15,0
tieba,gender,都说，所有的女人生孩子多么多么痛、多么多么难，多么多么危险。。。。。可是，有没有听说过，拉屎，小孩生出来了吗？撒尿，小孩生出来了吗？走路，小孩生出来了吗？。。。。。真奇怪，怎么她们都是生出来了才发现是生小孩呢？比拉屎都容易，为什么不痛？谁能告诉我？？？,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",126,1
zhihu,region,你是汉族吗,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",5,0
zhihu,race,这句话其实意思不是性奴，而是脱离了白人文化圈。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",23,0
zhihu,region,连带着在广东的广西人因为会说广东话，也把自己当成了广东人，曾几何时有个广西阿姨端着一碗红烧肉，指着我说，你们北方没有这个东西吃吧？我礼貌的微笑着说：阿姨我是南方的。阿姨问：你是哪里的？我说：我是湖南的。阿姨说：湖南是北方~⁉⁉⁉,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",123,0
zhihu,region,果然答主是日本血统，日裔遗孤，挑起省际矛盾，居心叵测,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 1, 0, 0, 0, 0]",26,1
tieba,gender,钱钱钱钱钱钱钱钱钱钱钱钱钱钱钱,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",15,0
zhihu,region,有啥福利啊……卷死了,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",10,0
zhihu,lgbt,那不是腐癌？😆,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",10,1
zhihu,race,女的都嫌被黑人睡过的女人恶心😅别说男人了，闹心,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 1, 0, 0]",26,2
tieba,gender,百万彩礼发在小红书，群情激愤，捅在女权老窝,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",21,1
tieba,lgbt,楼主别急，我先溜条🐶,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",10,0
zhihu,race,五胡乱华的刘渊、石勒、赫连勃勃香港黄秋生这些都是混血儿以及后代。同样司马绍、郑成功也是混血儿为什么区别这么大因为父系是哪里人的缘故,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 1, 0, 0]",65,1
zhihu,race,你好，既然对所以同胞都是有责任的，那你也为娶国外老婆的中国男人悲伤一下,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",35,0
zhihu,race,哈哈哈，除了在网上看到过，真是从未听见过类似事情。我姐在国外留学的时候，也有很多同学，我也问过她是不是很多女生很喜欢德国男孩，结果并不是的，都是和国内的同学恋爱结婚的，倒听说男的想要签证啥的和很胖的女的结婚了,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",104,0
tieba,gender,“最”一千万个底层男七百万结婚，也有三百万符合“最”一千万个九百九十九万结婚，也有一万个符合“最”这不是耍流氓么,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",56,0
tieba,gender,说了多少次，拳师的目标非常明确，就是把蝈腩干死，彻底的把蝈腩变成自己的血包别人说啥干啥，只要不是给蝈腩打气，她们都不会管的,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",61,1
tieba,race,不得不说为了保卫自己民族在这点做的非常不错,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",21,0
zhihu,region,我现在在抚松...,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",9,0
tieba,race,如果说外国人通过枪炮瓜分中国，殖民中国，获得巨大好处，那么外国黑人是通过和中国女的结婚繁殖混血黑二代殖民中国，那么他们什么都有了！！！,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 1, 0, 0]",67,2
tieba,lgbt,请像楼上这种恶熏的怪物停止进直男反同帖贩剑，否则进淋β反应！,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]",30,1
zhihu,race,那不是老实人，那是愚蠢,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",11,1
tieba,gender,捏麻麻的，黄石？我家那边的,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",13,0
zhihu,race,无耻者无畏，无耻者无惧，人家都不在乎你激动什么？难道你还想接盘？这种女人我连看的兴趣都没，难为你们还要生气。🥺,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",58,1
tieba,gender,最好不要聊敏感话题，不然被拉去冲业绩就好笑了,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",22,0
tieba,gender,好真实呢，第一次的男人得到最大的好处拍拍屁股走了，最后老实人不但要给大量钱，很可能面临离婚分财产扶贫的任务，而且女方lkd，艾疣梅事都可能上门，简直是对勤勤恳恳辛苦工作的老实人最大的恶意，最后可能婚后一地鸡毛还有个泼皮祖宗站在老实人头大拉屎撒尿。,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",123,1
zhihu,lgbt,帮凶？我不知道为什么我还非得接受同性恋……,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]",21,1
zhihu,lgbt,我是同 我觉得这些g就是有病觉得,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]",16,1
tieba,race,你也应该多去健身房练练,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",11,0
tieba,gender,管她怎么定义，仙女的话就像放大屁,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",16,1
zhihu,region,地域调侃我觉得没问题，地域黑就是个人素质问题了。,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",24,1
tieba,race,匈奴汉国的刘渊。也是一个汉化之人。他的继任者骨子里改不掉。,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 1, 0, 0]",29,1
zhihu,race,其他支持！但是中国又不是男人的中国。你说那话开为什么玩笑？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",29,0
zhihu,race,其实你很不平自己为啥不是黑帽门女主角,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 1, 0, 0]",18,2
tieba,gender,你和她什么关系啊，假如你俩位置互换一下你能发脾气吗？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",26,0
tieba,gender,同等出身，同等起步，平等对待，在这种条件下，恐怕是男人认真起来没女人的事吧？！,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",39,1
tieba,race,编乎有几个真的，不全是cjb,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 0, 1, 0]",14,1
zhihu,race,我国不禁止种族歧视，没事的，大胆说出来就行！你是不是种族歧视！我们热爱祖国，但是我们讨厌黑人！,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",47,1
tieba,lgbt,16楼是个基佬。,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]",8,1
tieba,gender,太棒了，支持你，什么时候介绍你老婆我认识一下,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",22,1
tieba,lgbt,我怀疑他也去超市偷东西。如果没有，他怎么不拿出证据？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",26,0
tieba,race,为中华民族未来而战,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",9,0
zhihu,lgbt,你可真会抬杠。纳粹是剥夺他人生命，侵犯他人权益，同性恋侵犯你啥了？拉黑不送。,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]",38,1
zhihu,race,上面什么时候宣传过这个风气？一直宣传的是女强人，妇女能顶半边天的正常女权，每年评感动人物的也都是无私奉献，舍小我成大家的雷锋精神，什么时候怕老婆成为'上面'鼓吹的精神了？若上面真是用这种方式刺激消费，那锤子镰刀还是尽早换了吧。一直是所谓的'民族资本家'为了利益，鼓吹这种风气来刺激女性消费市场的。这些'资本家'能代表上面？他能高我们一等？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",169,0
tieba,race,能出马丁路德金，就能出冉闵,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",13,0
tieba,gender,再举个例子吧，一家公司要招50个大货车司机，有60个女的和60个男人应聘。这家公司将能拿出一百个理由，最终全部招了50个男的,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]",62,1
tieba,race,祝她幸福，不幸福也别放弃哦,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",13,0
tieba,gender,上帝的伊甸园里牧狗是骨头变得,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",14,1
zhihu,region,骂再厉害有什么用，人家回来依旧比大部分省份高一等，最可恶的就是地域黑到现实中什么不要河南的员工这种情况真的应该坚决抵制,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",59,1
tieba,race,非洲野猩猩吃饭！,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",8,1
zhihu,region,其他省监狱也满满的呢😄,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",14,0
tieba,gender,贴吧系统就是这样多发几次就行了毕竟这是百度特色嘛,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",24,0
zhihu,race,更准确的说，毛爷爷所说的，第三世界的国家才是我们的兄弟,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",27,0
zhihu,race,你不会回一句“歪锅配蹩灶”吗😜,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",18,0
tieba,gender,还有一个孔子头像的也是,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",11,0
zhihu,region,那可不，咱现在都已经不是人，成野猪皮了😓,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",23,0
zhihu,region,黑东北的广东第一名,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",9,1
zhihu,race,跟黑人干过了,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",6,0
zhihu,region,中国人，只有家的概念，没有国的概念，你看沈阳市大连市互相考的上吗？你看沈阳市里人郊区人互相看得上吗？你看你家小区住洋房的，高层的互相看得上吗？,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",71,1
tieba,gender,所以这是她们努力的回报，你呢，每天发几个无聊的帖子就想获得成就🐴？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",33,0
zhihu,region,b站那都不叫年轻人，感觉越来越低龄化了，他们甚至没有出过自己所在的地方，却认为自己有很大能力,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 0, 1, 0]",46,1
zhihu,race,当时我这句话是在比较生气的情况写出来的🤣如果你是真爱就当我没说。如果真的到了谈婚论嫁的年纪，最好还是不要留在中国。,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 1, 0, 0]",61,1
tieba,gender,上门的人很开心多点对立。就没有人反抗,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",18,0
zhihu,lgbt,没事的没事的！放心，在刚开始接触一类事物总是有点抵触，毕竟我们受的教育是异性恋的，我刚开始也会觉得女生和女生有点接受不了，慢慢来哦，加油！,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",69,0
zhihu,race,那些找黑人不要彩礼的姑娘，如果找中国男人也不会要彩礼的，那些找中国男人要彩礼的，如果找黑人也会要彩礼的。你说的完全是两类人，但他们都是女性,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",69,0
tieba,gender,既然感情基础还在你就要基于这件事情给他惩罚，先分床睡一个月吧,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",30,0
tieba,race,这些女人给黑人下崽，不知道也是害了自己的孩子。她们找黑人男友也是为了显示自己的与众不同能谈朋友谈到国际上的与众不同的优越感而已。她们内心自己也知道中国社会是不会认同它们的同族的。她们的孩子在中国生活在这个跟它们外表就不一样的中国孩子的生活空间中，只会遭到所有人的孤立与歧视而且随着黑人越来越多，也随之而来社会问题越来越多，更多的人已经看清了这个种族好吃懒做的真面目只会让更多中国人对这个种族厌恶的人也越来越多。所以它们的崽子只会在排挤中成长。,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 1, 0, 0]",221,2
tieba,lgbt,祝大家周末愉快,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",7,0
tieba,lgbt,你们基不吃药的真面目更妖,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]",12,1
zhihu,lgbt,好家伙，见到一个同就臆想人家自己喜欢你，你可真是够够的。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",28,0
zhihu,region,你举的两个例子，我怎么感觉都没什么问题啊，警察处理问题难道不应说普通话吗，至少双方都应该听得懂吧,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",48,0
tieba,race,5毛呢，怎么不去把黑鬼都灭了,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",14,1
tieba,race,已经辟谣了,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",5,0
zhihu,region,商丘，驻马店，周口，豫南三市被黑的最多，,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",20,1
tieba,gender,基因学的话，还真的有女性优势。我记得叫四维视界还是什么的，只有女性才会存在的一种视觉进化（男性没有）。正常人是的光感是三原色，但是进化视觉的人是4个原色，看见的东西和正常人不同（更美丽）所以适合成为画家，艺术家。进化率很高，高达16％。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",118,0
zhihu,race,我反而建议都去非洲，别把黑人引进中国。,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",19,1
zhihu,race,"萨沙这种优秀男士，非常了解中国国情。可能真的看不上国内eg,中国的脸面让中国eg丢尽了",1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 1, 0, 0]",43,2
tieba,race,顶啊！低等的黑杂种！滚出中国！,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",15,1
tieba,race,牲口都是这样的，做不了人事,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",13,1
tieba,gender,虽然但是拍别人的桌子还发出来也多少沾点,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",19,0
zhihu,race,有些地方挺集中的，特别是大城市和大学生特多的城市，找地方不用太担心,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",33,0
zhihu,race,此事“女拳”功不可没。,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",11,1
tieba,lgbt,艾滋去世，能不短吗？,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 0, 1, 0]",10,1
tieba,lgbt,欧美反智研究一边去吧，跟当年非罪化如出一辙,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 1, 0, 0, 0, 0]",21,1
zhihu,race,说实话，全世界觉得嫁给老黑还光荣的也就大陆妇女😆那老黑是什么品种，刚从树上下来没几天，要不是跟人类没有生殖隔离，都可以定义为类人猿😆咱们可是正宗智人，和欧美人种一样，基因里都是有尼安德特人的基因，杂交出来的所以及其聪敏，老黑就不一样了，基因跟咱就不是一个色😆你非得嫁给动物，那也没办法🤭,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 1, 0, 0]",155,2
tieba,race,跟那些宣传日军扶老太太过马路的有什么区别？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",21,0
zhihu,region,总有一天，总有一天,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",9,0
